campaign_id,client_id,platform,campaign_name,objective,status,daily_budget,bid_strategy,attribution_window,created_at
GC_00000397,CL_0033,Google,Prospecting - Apparel - Q2,Prospecting,active,116.38,target_roas,data_driven,2025-10-14 00:30:44
GC_00000398,CL_0033,Google,Brand Search - Apparel - Q2,Brand Search,active,3001.93,cost_cap,data_driven,2025-09-10 16:34:21
GC_00000399,CL_0033,Google,Prospecting - Apparel - Q2,Prospecting,active,3047.88,maximize_conversions,data_driven,2025-09-03 17:50:45
GC_00000400,CL_0033,Google,Shopping - Apparel - Scale,Shopping,active,174.38,maximize_conversions,7d_click_1d_view,2025-12-09 03:35:15
GC_00000401,CL_0033,Google,Brand Search - Apparel - Promo,Brand Search,active,2045.80,maximize_conversions,7d_click,2026-02-23 21:27:40
MC_00000402,CL_0034,Meta,Brand Search - Footwear - Q2,Brand Search,active,2436.26,cost_cap,7d_click,2026-01-19 16:36:48
MC_00000403,CL_0034,Meta,Winback - Footwear - Scale,Winback,active,1552.20,maximize_conversions,data_driven,2025-08-28 15:50:44
MC_00000404,CL_0034,Meta,Prospecting - Footwear - Q2,Prospecting,active,246.72,maximize_conversions,data_driven,2025-09-08 17:35:01
MC_00000405,CL_0034,Meta,Winback - Footwear - Promo,Winback,paused,468.71,target_roas,data_driven,2025-07-31 14:38:55
MC_00000406,CL_0034,Meta,Prospecting - Footwear - Q2,Prospecting,active,3007.09,lowest_cost,1d_click,2025-12-14 01:13:06
GC_00000407,CL_0034,Google,Winback - Footwear - Q2,Winback,active,717.00,cost_cap,7d_click,2025-11-26 17:17:55
GC_00000408,CL_0034,Google,Shopping - Footwear - Q2,Shopping,active,1023.20,lowest_cost,7d_click_1d_view,2025-07-16 11:10:30
GC_00000409,CL_0034,Google,Prospecting - Footwear - Promo,Prospecting,active,613.72,lowest_cost,1d_click,2025-07-15 14:31:57
GC_00000410,CL_0034,Google,Retargeting - Footwear - Q2,Retargeting,active,759.92,target_roas,7d_click_1d_view,2025-12-03 04:41:27
MC_00000411,CL_0035,Meta,Lookalike - Footwear - Q2,Lookalike,active,475.56,cost_cap,data_driven,2026-03-07 00:22:57
MC_00000412,CL_0035,Meta,Retargeting - Footwear - Promo,Retargeting,learning,552.37,target_roas,data_driven,2025-09-23 05:07:27
MC_00000413,CL_0035,Meta,Prospecting - Footwear - Scale,Prospecting,active,47.76,lowest_cost,1d_click,2026-02-24 11:11:59
MC_00000414,CL_0035,Meta,Shopping - Footwear - Q2,Shopping,active,69.23,target_roas,7d_click_1d_view,2025-07-24 04:11:28
MC_00000415,CL_0035,Meta,Winback - Footwear - Promo,Winback,limited,776.14,cost_cap,7d_click_1d_view,2025-09-30 20:26:44
MC_00000416,CL_0035,Meta,Shopping - Footwear - Promo,Shopping,paused,442.12,cost_cap,7d_click,2026-02-01 05:48:11
GC_00000417,CL_0035,Google,Winback - Footwear - Evergreen,Winback,active,140.43,lowest_cost,1d_click,2026-01-22 21:01:07
GC_00000418,CL_0035,Google,Prospecting - Footwear - Q2,Prospecting,active,228.54,cost_cap,data_driven,2025-11-14 18:28:10
GC_00000419,CL_0035,Google,Lookalike - Footwear - Q2,Lookalike,active,685.55,lowest_cost,7d_click_1d_view,2026-02-07 11:14:28
GC_00000420,CL_0035,Google,Retargeting - Footwear - Scale,Retargeting,active,575.07,lowest_cost,7d_click_1d_view,2025-08-30 20:34:02
GC_00000421,CL_0035,Google,Winback - Footwear - Promo,Winback,active,466.86,maximize_conversions,1d_click,2025-11-30 06:42:42
MC_00000422,CL_0036,Meta,Winback - Food & Beverage - Promo,Winback,learning,1789.93,maximize_conversions,data_driven,2025-10-24 06:06:15
MC_00000423,CL_0036,Meta,Prospecting - Food & Beverage - Evergreen,Prospecting,active,1092.89,maximize_conversions,data_driven,2025-09-07 21:37:45
MC_00000424,CL_0036,Meta,Winback - Food & Beverage - Evergreen,Winback,paused,1289.55,cost_cap,7d_click_1d_view,2025-09-05 22:12:41
MC_00000425,CL_0036,Meta,Shopping - Food & Beverage - Promo,Shopping,active,278.43,maximize_conversions,data_driven,2026-02-23 08:47:02
MC_00000426,CL_0036,Meta,Winback - Food & Beverage - Q2,Winback,active,1624.62,maximize_conversions,7d_click_1d_view,2025-11-13 15:23:28
MC_00000427,CL_0036,Meta,Brand Search - Food & Beverage - Evergreen,Brand Search,active,244.88,lowest_cost,1d_click,2026-01-03 06:41:04
MC_00000428,CL_0036,Meta,Shopping - Food & Beverage - Q2,Shopping,paused,1851.69,cost_cap,1d_click,2025-08-25 19:15:45
GC_00000429,CL_0036,Google,Prospecting - Food & Beverage - Evergreen,Prospecting,active,1900.03,cost_cap,data_driven,2025-09-11 04:22:23
GC_00000430,CL_0036,Google,Brand Search - Food & Beverage - Promo,Brand Search,active,1489.00,maximize_conversions,7d_click,2025-12-10 02:19:26
GC_00000431,CL_0036,Google,Shopping - Food & Beverage - Scale,Shopping,active,148.31,lowest_cost,1d_click,2025-12-10 16:51:45
GC_00000432,CL_0036,Google,Retargeting - Food & Beverage - Evergreen,Retargeting,active,448.94,cost_cap,data_driven,2025-12-18 07:12:35
GC_00000433,CL_0036,Google,Shopping - Food & Beverage - Scale,Shopping,active,1532.52,lowest_cost,7d_click_1d_view,2025-10-12 18:30:57
GC_00000434,CL_0036,Google,Retargeting - Food & Beverage - Promo,Retargeting,active,1049.50,target_roas,1d_click,2026-01-22 19:55:44
MC_00000435,CL_0037,Meta,Brand Search - Pet Supplies - Q2,Brand Search,paused,211.43,lowest_cost,data_driven,2025-07-23 06:19:22
MC_00000436,CL_0037,Meta,Lookalike - Pet Supplies - Scale,Lookalike,active,1955.97,lowest_cost,7d_click,2025-08-14 12:13:17
MC_00000437,CL_0037,Meta,Shopping - Pet Supplies - Q2,Shopping,active,1408.21,target_roas,1d_click,2025-12-27 22:30:54
MC_00000438,CL_0037,Meta,Shopping - Pet Supplies - Promo,Shopping,active,1246.34,lowest_cost,1d_click,2025-12-10 14:45:30
MC_00000439,CL_0037,Meta,Brand Search - Pet Supplies - Scale,Brand Search,active,798.74,cost_cap,data_driven,2025-09-30 18:08:06
GC_00000440,CL_0037,Google,Lookalike - Pet Supplies - Evergreen,Lookalike,active,641.25,target_roas,data_driven,2025-07-30 17:01:42
GC_00000441,CL_0037,Google,Shopping - Pet Supplies - Q2,Shopping,limited,2341.12,lowest_cost,data_driven,2025-08-10 02:54:49
GC_00000442,CL_0037,Google,Lookalike - Pet Supplies - Evergreen,Lookalike,paused,434.16,cost_cap,1d_click,2025-10-09 09:22:27
GC_00000443,CL_0037,Google,Lookalike - Pet Supplies - Evergreen,Lookalike,learning,1070.75,lowest_cost,1d_click,2025-10-20 08:43:39
MC_00000444,CL_0038,Meta,Brand Search - Home Goods - Promo,Brand Search,limited,2442.87,target_roas,1d_click,2026-01-14 01:50:42
MC_00000445,CL_0038,Meta,Prospecting - Home Goods - Q2,Prospecting,active,1212.50,target_roas,1d_click,2025-11-17 23:57:01
MC_00000446,CL_0038,Meta,Winback - Home Goods - Scale,Winback,active,1573.45,cost_cap,7d_click,2026-03-03 02:35:08
MC_00000447,CL_0038,Meta,Brand Search - Home Goods - Promo,Brand Search,learning,343.97,cost_cap,data_driven,2025-07-30 04:57:45
MC_00000448,CL_0038,Meta,Retargeting - Home Goods - Evergreen,Retargeting,paused,1508.44,lowest_cost,7d_click,2025-11-30 07:18:17
MC_00000449,CL_0038,Meta,Winback - Home Goods - Evergreen,Winback,active,923.01,target_roas,data_driven,2025-07-26 22:49:39
MC_00000450,CL_0038,Meta,Brand Search - Home Goods - Scale,Brand Search,active,862.90,lowest_cost,1d_click,2025-08-23 16:19:18
MC_00000451,CL_0038,Meta,Brand Search - Home Goods - Q2,Brand Search,active,2189.14,lowest_cost,data_driven,2025-12-22 00:32:29
GC_00000452,CL_0038,Google,Retargeting - Home Goods - Promo,Retargeting,active,1570.33,cost_cap,data_driven,2026-03-08 02:12:41
GC_00000453,CL_0038,Google,Winback - Home Goods - Promo,Winback,learning,2277.98,cost_cap,data_driven,2025-10-20 01:30:24
GC_00000454,CL_0038,Google,Lookalike - Home Goods - Q2,Lookalike,active,1048.49,cost_cap,data_driven,2025-11-28 22:10:27
GC_00000455,CL_0038,Google,Lookalike - Home Goods - Promo,Lookalike,active,1529.27,maximize_conversions,7d_click_1d_view,2025-08-16 01:18:11
GC_00000456,CL_0038,Google,Retargeting - Home Goods - Scale,Retargeting,learning,1400.75,lowest_cost,1d_click,2026-01-24 21:51:59
GC_00000457,CL_0038,Google,Retargeting - Home Goods - Promo,Retargeting,active,1525.47,cost_cap,data_driven,2026-01-04 01:07:01
MC_00000458,CL_0039,Meta,Winback - Consumer Electronics - Q2,Winback,learning,675.59,target_roas,7d_click,2026-01-05 03:37:14
MC_00000459,CL_0039,Meta,Lookalike - Consumer Electronics - Promo,Lookalike,active,1058.36,maximize_conversions,7d_click_1d_view,2025-09-14 00:43:01
MC_00000460,CL_0039,Meta,Brand Search - Consumer Electronics - Evergreen,Brand Search,active,459.45,maximize_conversions,data_driven,2026-03-02 10:01:37
MC_00000461,CL_0039,Meta,Lookalike - Consumer Electronics - Q2,Lookalike,active,1959.39,maximize_conversions,7d_click_1d_view,2026-01-06 08:25:48
MC_00000462,CL_0039,Meta,Brand Search - Consumer Electronics - Scale,Brand Search,active,1788.74,lowest_cost,7d_click_1d_view,2025-10-23 22:45:00
MC_00000463,CL_0039,Meta,Shopping - Consumer Electronics - Scale,Shopping,active,1634.47,target_roas,1d_click,2025-07-30 02:38:34
MC_00000464,CL_0039,Meta,Winback - Consumer Electronics - Promo,Winback,active,1898.56,maximize_conversions,1d_click,2025-09-19 14:44:25
MC_00000465,CL_0039,Meta,Prospecting - Consumer Electronics - Q2,Prospecting,learning,117.78,cost_cap,1d_click,2025-09-23 18:00:42
GC_00000466,CL_0039,Google,Brand Search - Consumer Electronics - Evergreen,Brand Search,active,1710.31,maximize_conversions,1d_click,2026-01-23 19:55:43
GC_00000467,CL_0039,Google,Lookalike - Consumer Electronics - Evergreen,Lookalike,active,1990.29,target_roas,7d_click,2026-01-14 02:49:55
GC_00000468,CL_0039,Google,Winback - Consumer Electronics - Q2,Winback,active,197.78,target_roas,data_driven,2025-11-01 02:23:48
GC_00000469,CL_0039,Google,Lookalike - Consumer Electronics - Evergreen,Lookalike,active,2043.99,cost_cap,data_driven,2025-09-06 23:32:04
GC_00000470,CL_0039,Google,Brand Search - Consumer Electronics - Q2,Brand Search,learning,2043.45,target_roas,7d_click_1d_view,2026-01-17 02:45:31
GC_00000471,CL_0039,Google,Lookalike - Consumer Electronics - Evergreen,Lookalike,active,1664.68,lowest_cost,1d_click,2025-12-17 18:49:09
GC_00000472,CL_0039,Google,Brand Search - Consumer Electronics - Q2,Brand Search,active,1706.08,lowest_cost,data_driven,2025-09-18 10:50:17
MC_00000473,CL_0040,Meta,Winback - Home Goods - Q2,Winback,active,2053.92,lowest_cost,data_driven,2025-10-20 11:25:17
MC_00000474,CL_0040,Meta,Winback - Home Goods - Evergreen,Winback,paused,216.09,lowest_cost,7d_click_1d_view,2025-12-28 22:32:04
MC_00000475,CL_0040,Meta,Lookalike - Home Goods - Q2,Lookalike,active,1448.02,target_roas,data_driven,2026-03-08 02:36:20
MC_00000476,CL_0040,Meta,Brand Search - Home Goods - Scale,Brand Search,learning,1512.06,maximize_conversions,data_driven,2026-01-09 00:35:14
MC_00000477,CL_0040,Meta,Prospecting - Home Goods - Scale,Prospecting,paused,208.29,lowest_cost,7d_click,2025-12-25 04:02:19
MC_00000478,CL_0040,Meta,Retargeting - Home Goods - Evergreen,Retargeting,active,467.43,lowest_cost,7d_click_1d_view,2025-08-11 10:07:17
MC_00000479,CL_0040,Meta,Brand Search - Home Goods - Evergreen,Brand Search,active,1588.73,cost_cap,7d_click,2026-01-16 14:36:11
MC_00000480,CL_0040,Meta,Brand Search - Home Goods - Scale,Brand Search,active,837.48,maximize_conversions,7d_click,2025-07-17 08:17:10
GC_00000481,CL_0040,Google,Winback - Home Goods - Q2,Winback,active,1340.69,maximize_conversions,7d_click,2026-02-19 05:53:09
GC_00000482,CL_0040,Google,Shopping - Home Goods - Scale,Shopping,active,1207.86,target_roas,1d_click,2025-10-06 22:37:08
GC_00000483,CL_0040,Google,Shopping - Home Goods - Evergreen,Shopping,active,736.30,maximize_conversions,7d_click_1d_view,2025-11-02 00:26:32
GC_00000484,CL_0040,Google,Shopping - Home Goods - Evergreen,Shopping,active,440.48,lowest_cost,1d_click,2025-12-16 16:05:35
GC_00000485,CL_0040,Google,Lookalike - Home Goods - Evergreen,Lookalike,active,1975.62,maximize_conversions,7d_click_1d_view,2026-01-31 00:51:57
MC_00000486,CL_0041,Meta,Shopping - Outdoor - Promo,Shopping,paused,2139.63,target_roas,7d_click,2025-11-21 17:46:03
MC_00000487,CL_0041,Meta,Winback - Outdoor - Scale,Winback,learning,2116.49,maximize_conversions,data_driven,2026-02-26 07:00:29
MC_00000488,CL_0041,Meta,Winback - Outdoor - Evergreen,Winback,paused,2207.45,cost_cap,7d_click,2026-01-16 21:32:08
MC_00000489,CL_0041,Meta,Brand Search - Outdoor - Q2,Brand Search,active,2408.39,lowest_cost,7d_click,2025-07-27 18:13:05
MC_00000490,CL_0041,Meta,Brand Search - Outdoor - Promo,Brand Search,active,2458.29,lowest_cost,data_driven,2025-09-28 19:07:17
GC_00000491,CL_0041,Google,Lookalike - Outdoor - Evergreen,Lookalike,active,1712.56,maximize_conversions,7d_click_1d_view,2025-11-08 13:31:36
GC_00000492,CL_0041,Google,Lookalike - Outdoor - Scale,Lookalike,active,2091.04,target_roas,7d_click,2025-09-18 06:30:02
GC_00000493,CL_0041,Google,Winback - Outdoor - Promo,Winback,active,1854.28,maximize_conversions,1d_click,2025-08-17 11:06:03
GC_00000494,CL_0041,Google,Lookalike - Outdoor - Evergreen,Lookalike,active,2279.74,maximize_conversions,7d_click_1d_view,2025-09-24 04:59:09
GC_00000495,CL_0041,Google,Winback - Outdoor - Q2,Winback,active,2069.82,maximize_conversions,7d_click_1d_view,2025-11-22 01:58:19
GC_00000496,CL_0041,Google,Shopping - Outdoor - Evergreen,Shopping,active,1173.41,cost_cap,7d_click_1d_view,2026-02-21 03:56:22
GC_00000497,CL_0041,Google,Lookalike - Outdoor - Q2,Lookalike,active,711.48,lowest_cost,7d_click_1d_view,2025-11-14 04:43:34
MC_00000498,CL_0042,Meta,Winback - Food & Beverage - Q2,Winback,active,108.03,maximize_conversions,1d_click,2026-02-10 11:10:14
MC_00000499,CL_0042,Meta,Winback - Food & Beverage - Q2,Winback,active,1898.10,maximize_conversions,7d_click,2025-08-25 14:17:00
MC_00000500,CL_0042,Meta,Prospecting - Food & Beverage - Q2,Prospecting,active,1927.39,target_roas,1d_click,2025-08-19 12:34:56
MC_00000501,CL_0042,Meta,Brand Search - Food & Beverage - Q2,Brand Search,active,907.04,cost_cap,7d_click,2025-07-29 13:14:42
MC_00000502,CL_0042,Meta,Lookalike - Food & Beverage - Q2,Lookalike,paused,1150.14,maximize_conversions,data_driven,2025-11-03 12:18:50
MC_00000503,CL_0042,Meta,Brand Search - Food & Beverage - Q2,Brand Search,learning,562.08,maximize_conversions,data_driven,2025-12-09 14:20:17
MC_00000504,CL_0042,Meta,Winback - Food & Beverage - Promo,Winback,active,817.05,cost_cap,7d_click,2026-01-28 02:21:57
GC_00000505,CL_0042,Google,Winback - Food & Beverage - Q2,Winback,active,2100.98,target_roas,7d_click_1d_view,2025-11-08 09:23:33
GC_00000506,CL_0042,Google,Lookalike - Food & Beverage - Promo,Lookalike,paused,1012.27,maximize_conversions,data_driven,2025-07-16 05:31:34
GC_00000507,CL_0042,Google,Lookalike - Food & Beverage - Scale,Lookalike,active,402.38,maximize_conversions,7d_click,2025-10-18 00:34:20
GC_00000508,CL_0042,Google,Retargeting - Food & Beverage - Promo,Retargeting,active,2148.21,cost_cap,7d_click_1d_view,2026-01-25 07:45:42
GC_00000509,CL_0042,Google,Retargeting - Food & Beverage - Q2,Retargeting,active,1434.54,maximize_conversions,data_driven,2025-11-15 08:31:58
GC_00000510,CL_0042,Google,Lookalike - Food & Beverage - Evergreen,Lookalike,active,2444.85,cost_cap,1d_click,2025-10-31 10:09:05
GC_00000511,CL_0042,Google,Prospecting - Food & Beverage - Promo,Prospecting,active,2187.09,target_roas,7d_click_1d_view,2026-01-04 16:03:57
GC_00000512,CL_0042,Google,Prospecting - Food & Beverage - Q2,Prospecting,paused,2155.19,maximize_conversions,7d_click,2025-10-11 22:56:07
MC_00000513,CL_0043,Meta,Brand Search - Footwear - Promo,Brand Search,limited,1599.13,cost_cap,1d_click,2025-08-30 03:45:43
MC_00000514,CL_0043,Meta,Brand Search - Footwear - Promo,Brand Search,active,2023.03,lowest_cost,7d_click_1d_view,2025-11-10 22:59:35
MC_00000515,CL_0043,Meta,Lookalike - Footwear - Promo,Lookalike,active,1993.50,maximize_conversions,7d_click_1d_view,2025-09-18 04:16:49
MC_00000516,CL_0043,Meta,Lookalike - Footwear - Q2,Lookalike,active,2865.69,target_roas,7d_click,2025-08-14 14:31:18
MC_00000517,CL_0043,Meta,Shopping - Footwear - Scale,Shopping,active,1629.83,maximize_conversions,7d_click,2025-11-20 05:18:29
MC_00000518,CL_0043,Meta,Brand Search - Footwear - Q2,Brand Search,active,1043.17,maximize_conversions,7d_click,2025-09-19 18:25:01
MC_00000519,CL_0043,Meta,Retargeting - Footwear - Q2,Retargeting,active,2559.48,maximize_conversions,data_driven,2025-11-30 09:03:52
MC_00000520,CL_0043,Meta,Brand Search - Footwear - Evergreen,Brand Search,active,573.07,maximize_conversions,1d_click,2026-02-01 09:07:40
GC_00000521,CL_0043,Google,Lookalike - Footwear - Evergreen,Lookalike,active,2773.17,maximize_conversions,7d_click_1d_view,2025-11-11 11:48:56
GC_00000522,CL_0043,Google,Winback - Footwear - Evergreen,Winback,active,1389.15,lowest_cost,1d_click,2025-10-14 23:55:50
GC_00000523,CL_0043,Google,Prospecting - Footwear - Evergreen,Prospecting,learning,2048.39,cost_cap,7d_click,2025-11-25 03:31:37
GC_00000524,CL_0043,Google,Shopping - Footwear - Scale,Shopping,active,184.91,target_roas,1d_click,2026-02-14 04:56:03
GC_00000525,CL_0043,Google,Retargeting - Footwear - Scale,Retargeting,learning,2960.27,lowest_cost,data_driven,2025-10-23 13:40:07
MC_00000526,CL_0044,Meta,Winback - Jewelry - Evergreen,Winback,learning,173.02,maximize_conversions,data_driven,2025-07-31 13:42:32
MC_00000527,CL_0044,Meta,Winback - Jewelry - Promo,Winback,active,358.90,target_roas,data_driven,2025-11-11 01:40:11
MC_00000528,CL_0044,Meta,Winback - Jewelry - Scale,Winback,active,436.26,maximize_conversions,7d_click,2026-02-06 15:57:50
MC_00000529,CL_0044,Meta,Brand Search - Jewelry - Scale,Brand Search,active,171.18,lowest_cost,1d_click,2026-01-15 19:01:42
MC_00000530,CL_0044,Meta,Winback - Jewelry - Evergreen,Winback,active,547.55,cost_cap,data_driven,2026-01-29 17:19:46
MC_00000531,CL_0044,Meta,Shopping - Jewelry - Evergreen,Shopping,active,331.46,cost_cap,7d_click,2025-10-01 23:48:32
MC_00000532,CL_0044,Meta,Lookalike - Jewelry - Scale,Lookalike,active,351.09,lowest_cost,7d_click,2026-03-03 15:11:43
MC_00000533,CL_0044,Meta,Brand Search - Jewelry - Q2,Brand Search,active,212.10,cost_cap,7d_click_1d_view,2026-01-07 07:28:33
GC_00000534,CL_0044,Google,Retargeting - Jewelry - Evergreen,Retargeting,active,199.30,cost_cap,7d_click_1d_view,2025-12-10 09:52:18
GC_00000535,CL_0044,Google,Winback - Jewelry - Q2,Winback,active,58.45,target_roas,7d_click_1d_view,2025-11-03 05:22:28
GC_00000536,CL_0044,Google,Lookalike - Jewelry - Evergreen,Lookalike,learning,396.79,maximize_conversions,1d_click,2026-02-11 08:42:08
GC_00000537,CL_0044,Google,Prospecting - Jewelry - Scale,Prospecting,active,361.60,target_roas,data_driven,2025-10-23 05:04:16
GC_00000538,CL_0044,Google,Retargeting - Jewelry - Q2,Retargeting,paused,615.96,cost_cap,7d_click,2025-09-30 02:31:42
GC_00000539,CL_0044,Google,Lookalike - Jewelry - Evergreen,Lookalike,active,516.70,lowest_cost,7d_click_1d_view,2026-02-10 01:52:40
GC_00000540,CL_0044,Google,Shopping - Jewelry - Q2,Shopping,active,265.58,lowest_cost,7d_click,2026-01-13 22:27:57
GC_00000541,CL_0044,Google,Retargeting - Jewelry - Scale,Retargeting,active,710.81,maximize_conversions,data_driven,2025-08-18 05:20:54
MC_00000542,CL_0045,Meta,Winback - Apparel - Evergreen,Winback,active,1204.38,maximize_conversions,data_driven,2025-07-30 21:59:03
MC_00000543,CL_0045,Meta,Retargeting - Apparel - Evergreen,Retargeting,active,1348.01,lowest_cost,7d_click_1d_view,2025-12-13 12:01:17
MC_00000544,CL_0045,Meta,Brand Search - Apparel - Promo,Brand Search,learning,1052.61,maximize_conversions,7d_click_1d_view,2025-10-31 22:48:49
MC_00000545,CL_0045,Meta,Lookalike - Apparel - Evergreen,Lookalike,active,313.35,target_roas,7d_click,2025-10-03 16:17:00
MC_00000546,CL_0045,Meta,Winback - Apparel - Evergreen,Winback,active,1327.65,maximize_conversions,1d_click,2025-12-30 08:20:26
MC_00000547,CL_0045,Meta,Winback - Apparel - Promo,Winback,learning,1153.99,cost_cap,data_driven,2026-01-02 02:01:51
GC_00000548,CL_0045,Google,Lookalike - Apparel - Evergreen,Lookalike,limited,295.44,maximize_conversions,7d_click_1d_view,2025-12-31 07:54:03
GC_00000549,CL_0045,Google,Lookalike - Apparel - Q2,Lookalike,active,1467.86,cost_cap,7d_click,2025-12-23 12:32:30
GC_00000550,CL_0045,Google,Shopping - Apparel - Promo,Shopping,active,175.07,lowest_cost,data_driven,2025-12-24 14:22:10
GC_00000551,CL_0045,Google,Lookalike - Apparel - Q2,Lookalike,active,824.41,lowest_cost,1d_click,2025-12-23 02:20:29
GC_00000552,CL_0045,Google,Brand Search - Apparel - Evergreen,Brand Search,active,648.64,target_roas,1d_click,2025-09-13 19:33:06
MC_00000553,CL_0046,Meta,Prospecting - Outdoor - Promo,Prospecting,active,230.85,maximize_conversions,data_driven,2025-07-26 17:40:12
MC_00000554,CL_0046,Meta,Retargeting - Outdoor - Promo,Retargeting,active,470.73,lowest_cost,1d_click,2025-10-10 23:27:48
MC_00000555,CL_0046,Meta,Lookalike - Outdoor - Scale,Lookalike,active,3121.93,cost_cap,data_driven,2025-09-17 21:40:46
MC_00000556,CL_0046,Meta,Lookalike - Outdoor - Promo,Lookalike,active,2639.55,cost_cap,7d_click,2025-08-25 00:28:10
MC_00000557,CL_0046,Meta,Winback - Outdoor - Promo,Winback,paused,3288.17,lowest_cost,data_driven,2026-02-27 03:23:17
MC_00000558,CL_0046,Meta,Brand Search - Outdoor - Promo,Brand Search,active,1236.89,target_roas,7d_click,2026-03-08 04:30:43
MC_00000559,CL_0046,Meta,Prospecting - Outdoor - Promo,Prospecting,active,2343.80,lowest_cost,7d_click_1d_view,2026-01-22 09:46:06
GC_00000560,CL_0046,Google,Retargeting - Outdoor - Evergreen,Retargeting,active,1724.68,lowest_cost,7d_click,2025-12-21 08:58:07
GC_00000561,CL_0046,Google,Retargeting - Outdoor - Promo,Retargeting,paused,534.09,lowest_cost,7d_click,2025-09-13 02:25:03
GC_00000562,CL_0046,Google,Lookalike - Outdoor - Scale,Lookalike,active,401.10,maximize_conversions,data_driven,2025-11-21 18:01:25
GC_00000563,CL_0046,Google,Retargeting - Outdoor - Promo,Retargeting,active,3067.73,lowest_cost,7d_click,2025-08-11 11:18:26
GC_00000564,CL_0046,Google,Prospecting - Outdoor - Scale,Prospecting,active,592.36,target_roas,7d_click_1d_view,2025-12-22 00:40:00
MC_00000565,CL_0047,Meta,Retargeting - Apparel - Q2,Retargeting,active,1075.78,cost_cap,1d_click,2025-08-02 10:00:12
MC_00000566,CL_0047,Meta,Prospecting - Apparel - Evergreen,Prospecting,active,276.25,lowest_cost,data_driven,2025-11-18 07:44:14
MC_00000567,CL_0047,Meta,Prospecting - Apparel - Scale,Prospecting,active,1660.96,lowest_cost,1d_click,2026-01-22 12:40:11
MC_00000568,CL_0047,Meta,Retargeting - Apparel - Scale,Retargeting,active,1141.82,target_roas,data_driven,2026-03-02 17:32:41
GC_00000569,CL_0047,Google,Prospecting - Apparel - Evergreen,Prospecting,active,1540.29,target_roas,7d_click_1d_view,2026-01-05 14:25:03
GC_00000570,CL_0047,Google,Lookalike - Apparel - Scale,Lookalike,active,945.96,cost_cap,7d_click,2025-10-29 20:50:36
GC_00000571,CL_0047,Google,Prospecting - Apparel - Scale,Prospecting,limited,875.39,lowest_cost,data_driven,2025-12-14 02:58:16
GC_00000572,CL_0047,Google,Shopping - Apparel - Evergreen,Shopping,active,1608.49,lowest_cost,1d_click,2025-11-09 12:41:44
GC_00000573,CL_0047,Google,Retargeting - Apparel - Scale,Retargeting,active,99.60,maximize_conversions,data_driven,2025-11-02 14:10:52
GC_00000574,CL_0047,Google,Lookalike - Apparel - Scale,Lookalike,active,972.27,maximize_conversions,7d_click_1d_view,2025-09-22 08:12:03
GC_00000575,CL_0047,Google,Lookalike - Apparel - Q2,Lookalike,active,1559.05,target_roas,7d_click,2025-12-07 11:04:32
MC_00000576,CL_0048,Meta,Shopping - Supplements - Promo,Shopping,active,530.88,maximize_conversions,7d_click_1d_view,2025-10-02 07:14:21
MC_00000577,CL_0048,Meta,Retargeting - Supplements - Evergreen,Retargeting,learning,824.18,maximize_conversions,7d_click,2025-12-14 03:04:15
MC_00000578,CL_0048,Meta,Prospecting - Supplements - Evergreen,Prospecting,active,355.62,maximize_conversions,1d_click,2026-03-08 23:10:36
MC_00000579,CL_0048,Meta,Brand Search - Supplements - Evergreen,Brand Search,active,616.25,target_roas,1d_click,2025-08-21 21:24:00
MC_00000580,CL_0048,Meta,Shopping - Supplements - Q2,Shopping,active,558.90,maximize_conversions,data_driven,2025-10-01 01:14:45
MC_00000581,CL_0048,Meta,Brand Search - Supplements - Promo,Brand Search,active,449.60,target_roas,data_driven,2026-02-18 17:04:10
MC_00000582,CL_0048,Meta,Winback - Supplements - Scale,Winback,active,523.57,lowest_cost,1d_click,2025-09-18 22:47:42
MC_00000583,CL_0048,Meta,Winback - Supplements - Evergreen,Winback,active,126.77,maximize_conversions,7d_click_1d_view,2026-01-28 16:28:42
GC_00000584,CL_0048,Google,Shopping - Supplements - Evergreen,Shopping,active,628.95,lowest_cost,1d_click,2025-12-22 02:18:53
GC_00000585,CL_0048,Google,Shopping - Supplements - Promo,Shopping,active,134.18,lowest_cost,1d_click,2026-01-31 12:40:38
GC_00000586,CL_0048,Google,Retargeting - Supplements - Q2,Retargeting,active,186.18,target_roas,7d_click_1d_view,2025-07-27 09:07:12
GC_00000587,CL_0048,Google,Prospecting - Supplements - Promo,Prospecting,active,822.43,target_roas,data_driven,2026-03-08 02:54:56
GC_00000588,CL_0048,Google,Retargeting - Supplements - Evergreen,Retargeting,active,558.04,target_roas,data_driven,2025-07-19 09:03:58
GC_00000589,CL_0048,Google,Retargeting - Supplements - Evergreen,Retargeting,active,332.27,target_roas,7d_click_1d_view,2026-02-09 15:42:03
GC_00000590,CL_0048,Google,Retargeting - Supplements - Scale,Retargeting,active,682.29,cost_cap,7d_click_1d_view,2025-09-28 09:08:42
MC_00000591,CL_0049,Meta,Prospecting - Beauty - Evergreen,Prospecting,active,1399.38,cost_cap,1d_click,2026-03-03 20:12:49
MC_00000592,CL_0049,Meta,Prospecting - Beauty - Scale,Prospecting,active,1199.02,cost_cap,1d_click,2025-12-13 09:00:21
