audience_id,client_id,audience_name,source_system,rule_expression,segment_type,estimated_size,destination_platforms,last_synced_at,sync_status
AUD_00000389,CL_0049,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,89,Meta,2026-03-28 21:40:11,synced
AUD_00000390,CL_0049,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,170,Meta,2026-05-19 11:27:33,failed
AUD_00000391,CL_0049,Recent Refunds,Shopify,refund_created_30d = true,exclusion,317,Meta,2026-05-22 01:51:37,partial
AUD_00000392,CL_0049,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,133,"Meta,Google",2026-03-31 00:54:36,synced
AUD_00000393,CL_0050,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,123,"Meta,Google",2026-04-28 16:36:08,failed
AUD_00000394,CL_0050,High LTV Customers,Shopify,lifetime_value > 500,targeting,197,Meta,2026-05-06 18:34:36,synced
AUD_00000395,CL_0050,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,199,Google,2026-04-22 17:13:36,synced
AUD_00000396,CL_0050,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,93,Meta,2026-04-14 21:47:54,synced
AUD_00000397,CL_0050,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,146,"Meta,Google",2026-04-22 06:26:32,synced
AUD_00000398,CL_0050,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,297,"Meta,Google",2026-05-27 00:26:01,synced
AUD_00000399,CL_0050,Recent Refunds,Shopify,refund_created_30d = true,exclusion,249,Meta,2026-06-03 05:07:57,synced
AUD_00000400,CL_0050,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,184,"Meta,Google",2026-05-03 13:33:48,synced
AUD_00000401,CL_0051,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,371,Google,2026-05-21 03:35:22,synced
AUD_00000402,CL_0051,High LTV Customers,Shopify,lifetime_value > 500,targeting,368,Meta,2026-05-09 09:59:32,synced
AUD_00000403,CL_0051,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,246,"Meta,Google",2026-04-11 10:17:43,synced
AUD_00000404,CL_0051,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,155,Google,2026-05-09 22:51:48,synced
AUD_00000405,CL_0051,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,320,"Meta,Google",2026-05-17 18:37:06,partial
AUD_00000406,CL_0051,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,330,Meta,2026-05-20 13:55:03,synced
AUD_00000407,CL_0051,Recent Refunds,Shopify,refund_created_30d = true,exclusion,255,Meta,2026-03-12 15:27:55,synced
AUD_00000408,CL_0051,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,170,"Meta,Google",2026-03-19 21:40:52,pending
AUD_00000409,CL_0052,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,65,Google,2026-05-09 11:30:21,pending
AUD_00000410,CL_0052,High LTV Customers,Shopify,lifetime_value > 500,targeting,311,Meta,2026-04-14 14:27:31,synced
AUD_00000411,CL_0052,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,193,"Meta,Google",2026-04-06 16:04:02,synced
AUD_00000412,CL_0052,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,159,Meta,2026-03-14 03:39:56,synced
AUD_00000413,CL_0052,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,295,"Meta,Google",2026-04-30 06:35:49,synced
AUD_00000414,CL_0052,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,238,Google,2026-05-06 19:31:56,failed
AUD_00000415,CL_0052,Recent Refunds,Shopify,refund_created_30d = true,exclusion,306,Meta,2026-04-20 07:30:09,synced
AUD_00000416,CL_0052,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,357,Google,2026-06-04 16:22:24,synced
AUD_00000417,CL_0053,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,175,Meta,2026-04-03 22:50:01,pending
AUD_00000418,CL_0053,High LTV Customers,Shopify,lifetime_value > 500,targeting,222,Meta,2026-05-16 01:05:03,synced
AUD_00000419,CL_0053,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,153,"Meta,Google",2026-04-13 11:29:10,synced
AUD_00000420,CL_0053,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,329,"Meta,Google",2026-03-20 01:54:07,synced
AUD_00000421,CL_0053,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,208,Meta,2026-04-29 07:17:50,synced
AUD_00000422,CL_0053,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,99,"Meta,Google",2026-04-06 05:15:44,synced
AUD_00000423,CL_0053,Recent Refunds,Shopify,refund_created_30d = true,exclusion,358,Meta,2026-06-01 00:00:25,synced
AUD_00000424,CL_0053,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,125,Meta,2026-05-16 18:24:31,synced
AUD_00000425,CL_0054,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,341,Google,2026-03-21 07:05:30,synced
AUD_00000426,CL_0054,High LTV Customers,Shopify,lifetime_value > 500,targeting,137,Google,2026-04-09 14:35:59,synced
AUD_00000427,CL_0054,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,66,Meta,2026-03-12 18:17:24,synced
AUD_00000428,CL_0054,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,137,"Meta,Google",2026-06-05 23:14:20,pending
AUD_00000429,CL_0054,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,92,Google,2026-05-10 03:15:29,synced
AUD_00000430,CL_0054,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,227,Google,2026-03-16 15:10:00,synced
AUD_00000431,CL_0054,Recent Refunds,Shopify,refund_created_30d = true,exclusion,355,"Meta,Google",2026-03-28 06:42:03,pending
AUD_00000432,CL_0054,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,117,Meta,2026-04-01 13:25:31,synced
AUD_00000433,CL_0055,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,198,Meta,2026-05-03 15:15:25,synced
AUD_00000434,CL_0055,High LTV Customers,Shopify,lifetime_value > 500,targeting,274,Google,2026-06-03 23:16:00,pending
AUD_00000435,CL_0055,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,263,Google,2026-04-11 08:48:58,synced
AUD_00000436,CL_0055,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,168,Meta,2026-04-25 01:53:07,synced
AUD_00000437,CL_0055,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,310,Google,2026-04-04 01:29:44,synced
AUD_00000438,CL_0055,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,296,"Meta,Google",2026-04-15 07:07:32,synced
AUD_00000439,CL_0055,Recent Refunds,Shopify,refund_created_30d = true,exclusion,245,"Meta,Google",2026-04-10 18:57:33,failed
AUD_00000440,CL_0055,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,280,Meta,2026-04-24 02:58:30,synced
AUD_00000441,CL_0056,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,153,"Meta,Google",2026-05-22 17:09:42,synced
AUD_00000442,CL_0056,High LTV Customers,Shopify,lifetime_value > 500,targeting,279,Google,2026-04-13 23:57:21,failed
AUD_00000443,CL_0056,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,356,Google,2026-04-20 23:05:15,synced
AUD_00000444,CL_0056,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,114,Meta,2026-05-10 02:00:28,synced
AUD_00000445,CL_0056,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,111,"Meta,Google",2026-05-18 21:44:31,synced
AUD_00000446,CL_0056,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,284,Meta,2026-03-30 23:11:49,synced
AUD_00000447,CL_0056,Recent Refunds,Shopify,refund_created_30d = true,exclusion,126,"Meta,Google",2026-03-18 05:08:48,synced
AUD_00000448,CL_0056,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,252,"Meta,Google",2026-05-22 12:28:33,synced
AUD_00000449,CL_0057,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,340,"Meta,Google",2026-03-31 02:50:50,pending
AUD_00000450,CL_0057,High LTV Customers,Shopify,lifetime_value > 500,targeting,216,"Meta,Google",2026-04-22 20:42:34,synced
AUD_00000451,CL_0057,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,234,Google,2026-03-15 09:13:22,synced
AUD_00000452,CL_0057,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,364,Google,2026-04-29 22:56:50,synced
AUD_00000453,CL_0057,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,307,Meta,2026-04-14 15:12:00,synced
AUD_00000454,CL_0057,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,327,"Meta,Google",2026-04-19 20:38:49,synced
AUD_00000455,CL_0057,Recent Refunds,Shopify,refund_created_30d = true,exclusion,266,Google,2026-05-04 06:32:00,synced
AUD_00000456,CL_0057,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,355,Google,2026-05-12 23:44:28,synced
AUD_00000457,CL_0058,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,42,Meta,2026-04-14 11:01:01,synced
AUD_00000458,CL_0058,High LTV Customers,Shopify,lifetime_value > 500,targeting,375,Meta,2026-05-02 23:56:59,synced
AUD_00000459,CL_0058,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,98,"Meta,Google",2026-05-15 07:03:57,synced
AUD_00000460,CL_0058,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,192,Meta,2026-05-19 19:29:10,synced
AUD_00000461,CL_0058,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,65,"Meta,Google",2026-05-24 06:21:51,synced
AUD_00000462,CL_0058,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,132,Meta,2026-03-13 00:55:34,synced
AUD_00000463,CL_0058,Recent Refunds,Shopify,refund_created_30d = true,exclusion,350,Meta,2026-04-20 07:15:00,synced
AUD_00000464,CL_0058,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,371,Meta,2026-06-02 01:21:07,synced
AUD_00000465,CL_0059,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,110,Google,2026-03-29 13:31:24,synced
AUD_00000466,CL_0059,High LTV Customers,Shopify,lifetime_value > 500,targeting,221,Meta,2026-03-25 13:20:25,synced
AUD_00000467,CL_0059,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,62,"Meta,Google",2026-05-21 10:10:43,synced
AUD_00000468,CL_0059,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,173,"Meta,Google",2026-04-20 23:59:36,synced
AUD_00000469,CL_0059,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,169,Google,2026-05-28 19:57:36,synced
AUD_00000470,CL_0059,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,347,"Meta,Google",2026-04-06 16:46:48,synced
AUD_00000471,CL_0059,Recent Refunds,Shopify,refund_created_30d = true,exclusion,105,"Meta,Google",2026-06-08 00:30:30,synced
AUD_00000472,CL_0059,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,130,Google,2026-05-14 23:22:07,synced
AUD_00000473,CL_0060,Recent Buyers 30D,Shopify,purchased_in_last_30_days = true,exclusion,323,Meta,2026-04-05 08:30:35,synced
AUD_00000474,CL_0060,High LTV Customers,Shopify,lifetime_value > 500,targeting,276,"Meta,Google",2026-04-30 21:03:57,synced
AUD_00000475,CL_0060,Email Converted 7D,Klaviyo,clicked_email AND placed_order_7d,exclusion,273,Google,2026-05-01 23:25:31,synced
AUD_00000476,CL_0060,Cart Abandoners 14D,Klaviyo,added_to_cart AND not_purchased_14d,targeting,341,Meta,2026-05-07 18:59:29,synced
AUD_00000477,CL_0060,Dormant Buyers 180D,Shopify,last_order_at < now() - 180d,targeting,308,Meta,2026-06-01 02:11:25,synced
AUD_00000478,CL_0060,Active Subscribers,Klaviyo,subscribed = true AND consent_email = true,targeting,270,Google,2026-05-03 10:36:26,synced
AUD_00000479,CL_0060,Recent Refunds,Shopify,refund_created_30d = true,exclusion,365,Google,2026-04-04 14:07:19,synced
AUD_00000480,CL_0060,VIP Lookalike Seed,WasteNot,lifetime_value > p90 AND order_count >= 3,targeting,57,Meta,2026-03-25 10:39:43,synced
