adset_id,campaign_id,client_id,platform,adset_name,audience_type,status,daily_budget,optimization_goal,targeting_summary
GA_000001117,GC_00000322,CL_0027,Google,Recent Buyers - 25-44,Recent Buyers,active,631.44,leads,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001118,GC_00000322,CL_0027,Google,Lookalike - 18-34,Lookalike,active,773.82,value,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001119,GC_00000322,CL_0027,Google,Site Visitors - 35+,Site Visitors,active,927.92,traffic,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001120,GC_00000323,CL_0027,Google,Recent Buyers - 25-44,Recent Buyers,active,551.35,purchases,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001121,GC_00000323,CL_0027,Google,Cart Abandoners - Top States,Cart Abandoners,active,510.87,purchases,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001122,GC_00000323,CL_0027,Google,Broad - 18-34,Broad,paused,706.54,purchases,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001123,MC_00000324,CL_0028,Meta,Broad - Top States,Broad,active,446.33,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001124,MC_00000324,CL_0028,Meta,Interest - US,Interest,active,551.06,traffic,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001125,MC_00000324,CL_0028,Meta,High LTV - 25-44,High LTV,active,441.57,value,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000001126,MC_00000325,CL_0028,Meta,Cart Abandoners - Top States,Cart Abandoners,paused,335.53,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000001127,MC_00000325,CL_0028,Meta,Lookalike - 35+,Lookalike,active,528.86,value,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000001128,MC_00000325,CL_0028,Meta,Recent Buyers - Top States,Recent Buyers,learning,357.81,leads,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001129,MC_00000326,CL_0028,Meta,Cart Abandoners - Top States,Cart Abandoners,active,283.98,purchases,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000001130,MC_00000326,CL_0028,Meta,High LTV - Top States,High LTV,active,276.97,traffic,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001131,MC_00000326,CL_0028,Meta,Cart Abandoners - 35+,Cart Abandoners,active,399.38,value,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001132,MC_00000327,CL_0028,Meta,Lookalike - 35+,Lookalike,limited,330.06,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000001133,MC_00000327,CL_0028,Meta,Recent Buyers - 35+,Recent Buyers,active,393.97,purchases,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000001134,MC_00000328,CL_0028,Meta,Lookalike - US,Lookalike,active,129.58,traffic,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000001135,MC_00000328,CL_0028,Meta,Recent Buyers - Top States,Recent Buyers,active,98.82,leads,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000001136,MC_00000328,CL_0028,Meta,Broad - Top States,Broad,active,162.56,traffic,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000001137,MC_00000328,CL_0028,Meta,Cart Abandoners - 35+,Cart Abandoners,learning,108.52,purchases,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000001138,MC_00000329,CL_0028,Meta,Site Visitors - 25-44,Site Visitors,active,122.86,value,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001139,MC_00000329,CL_0028,Meta,Lookalike - 35+,Lookalike,active,143.17,purchases,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001140,MC_00000329,CL_0028,Meta,High LTV - Top States,High LTV,paused,114.79,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000001141,MC_00000329,CL_0028,Meta,Lookalike - 25-44,Lookalike,learning,132.66,value,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001142,MC_00000330,CL_0028,Meta,Recent Buyers - 25-44,Recent Buyers,active,164.04,value,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000001143,MC_00000330,CL_0028,Meta,Site Visitors - Top States,Site Visitors,active,92.94,traffic,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000001144,MC_00000330,CL_0028,Meta,High LTV - 25-44,High LTV,learning,113.64,leads,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000001145,MC_00000330,CL_0028,Meta,High LTV - Top States,High LTV,active,147.05,traffic,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000001146,MC_00000330,CL_0028,Meta,Site Visitors - US,Site Visitors,active,163.29,leads,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000001147,GC_00000331,CL_0028,Google,Cart Abandoners - 35+,Cart Abandoners,paused,253.99,traffic,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000001148,GC_00000331,CL_0028,Google,Interest - Top States,Interest,active,157.78,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001149,GC_00000331,CL_0028,Google,Cart Abandoners - Top States,Cart Abandoners,active,213.53,traffic,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001150,GC_00000332,CL_0028,Google,Cart Abandoners - US,Cart Abandoners,paused,808.06,traffic,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001151,GC_00000332,CL_0028,Google,High LTV - US,High LTV,active,466.74,purchases,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001152,GC_00000333,CL_0028,Google,Site Visitors - Top States,Site Visitors,learning,589.75,leads,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001153,GC_00000333,CL_0028,Google,Interest - 18-34,Interest,active,574.88,purchases,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000001154,GC_00000333,CL_0028,Google,Site Visitors - US,Site Visitors,active,652.31,purchases,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001155,GC_00000334,CL_0028,Google,Interest - 35+,Interest,active,76.53,traffic,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001156,GC_00000334,CL_0028,Google,Lookalike - US,Lookalike,active,63.04,traffic,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001157,GC_00000334,CL_0028,Google,Broad - 18-34,Broad,active,52.75,purchases,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001158,GC_00000334,CL_0028,Google,Recent Buyers - 25-44,Recent Buyers,paused,55.24,traffic,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001159,GC_00000335,CL_0028,Google,Interest - US,Interest,active,314.40,leads,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000001160,GC_00000335,CL_0028,Google,Lookalike - Top States,Lookalike,paused,330.10,value,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001161,GC_00000336,CL_0028,Google,Cart Abandoners - Top States,Cart Abandoners,active,558.56,purchases,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001162,GC_00000336,CL_0028,Google,High LTV - Top States,High LTV,limited,494.69,value,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001163,GC_00000337,CL_0028,Google,Lookalike - 18-34,Lookalike,active,538.21,purchases,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001164,GC_00000337,CL_0028,Google,Cart Abandoners - 25-44,Cart Abandoners,active,641.74,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000001165,GC_00000337,CL_0028,Google,Cart Abandoners - US,Cart Abandoners,active,516.36,purchases,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001166,GC_00000337,CL_0028,Google,Recent Buyers - 25-44,Recent Buyers,active,728.14,leads,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001167,GC_00000338,CL_0028,Google,Cart Abandoners - 18-34,Cart Abandoners,active,142.89,value,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001168,GC_00000338,CL_0028,Google,Interest - 25-44,Interest,active,221.60,purchases,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000001169,MC_00000339,CL_0029,Meta,Recent Buyers - Top States,Recent Buyers,active,643.80,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000001170,MC_00000339,CL_0029,Meta,Lookalike - 25-44,Lookalike,active,401.25,traffic,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001171,MC_00000339,CL_0029,Meta,Recent Buyers - US,Recent Buyers,active,392.27,purchases,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000001172,MC_00000339,CL_0029,Meta,High LTV - Top States,High LTV,active,394.67,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000001173,MC_00000340,CL_0029,Meta,High LTV - 35+,High LTV,active,103.32,leads,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000001174,MC_00000340,CL_0029,Meta,Interest - 35+,Interest,paused,94.76,purchases,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000001175,MC_00000340,CL_0029,Meta,Site Visitors - 18-34,Site Visitors,active,102.85,value,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000001176,MC_00000340,CL_0029,Meta,Cart Abandoners - US,Cart Abandoners,learning,136.52,traffic,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000001177,MC_00000340,CL_0029,Meta,Interest - US,Interest,active,138.86,leads,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000001178,MC_00000341,CL_0029,Meta,Cart Abandoners - 35+,Cart Abandoners,active,977.68,traffic,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000001179,MC_00000341,CL_0029,Meta,Interest - 18-34,Interest,active,1029.12,purchases,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000001180,MC_00000342,CL_0029,Meta,Interest - 25-44,Interest,learning,202.44,traffic,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001181,MC_00000342,CL_0029,Meta,Interest - 25-44,Interest,active,290.59,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000001182,MC_00000343,CL_0029,Meta,Site Visitors - US,Site Visitors,active,405.30,traffic,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000001183,MC_00000343,CL_0029,Meta,Cart Abandoners - 35+,Cart Abandoners,active,383.59,purchases,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000001184,MC_00000343,CL_0029,Meta,Cart Abandoners - Top States,Cart Abandoners,active,385.39,purchases,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000001185,MC_00000343,CL_0029,Meta,Recent Buyers - US,Recent Buyers,active,644.00,traffic,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000001186,MC_00000344,CL_0029,Meta,Broad - Top States,Broad,active,920.64,purchases,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001187,MC_00000344,CL_0029,Meta,Cart Abandoners - Top States,Cart Abandoners,active,906.25,value,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001188,MC_00000344,CL_0029,Meta,Broad - 35+,Broad,limited,608.12,value,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001189,MC_00000345,CL_0029,Meta,High LTV - 35+,High LTV,active,373.13,value,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001190,MC_00000345,CL_0029,Meta,Broad - 35+,Broad,active,352.85,purchases,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000001191,MC_00000345,CL_0029,Meta,Interest - 25-44,Interest,learning,314.37,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000001192,MC_00000346,CL_0029,Meta,Recent Buyers - Top States,Recent Buyers,active,461.57,leads,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000001193,MC_00000346,CL_0029,Meta,Cart Abandoners - 18-34,Cart Abandoners,paused,703.12,purchases,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000001194,MC_00000346,CL_0029,Meta,High LTV - 35+,High LTV,active,413.59,purchases,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000001195,MC_00000346,CL_0029,Meta,Broad - 35+,Broad,active,616.34,leads,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
MA_000001196,MC_00000346,CL_0029,Meta,Cart Abandoners - 18-34,Cart Abandoners,active,804.52,value,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000001197,GC_00000347,CL_0029,Google,Broad - 18-34,Broad,active,604.96,traffic,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001198,GC_00000347,CL_0029,Google,Broad - US,Broad,active,547.85,traffic,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001199,GC_00000347,CL_0029,Google,Recent Buyers - 18-34,Recent Buyers,paused,754.94,leads,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000001200,GC_00000348,CL_0029,Google,Site Visitors - 18-34,Site Visitors,active,340.68,traffic,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000001201,GC_00000348,CL_0029,Google,Recent Buyers - 35+,Recent Buyers,active,584.91,value,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000001202,GC_00000348,CL_0029,Google,Lookalike - 35+,Lookalike,learning,557.05,traffic,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000001203,GC_00000348,CL_0029,Google,Site Visitors - US,Site Visitors,active,311.62,value,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001204,GC_00000348,CL_0029,Google,Interest - 25-44,Interest,active,573.98,purchases,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001205,GC_00000349,CL_0029,Google,Lookalike - US,Lookalike,active,416.54,traffic,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001206,GC_00000349,CL_0029,Google,High LTV - US,High LTV,learning,699.30,leads,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001207,GC_00000349,CL_0029,Google,Site Visitors - Top States,Site Visitors,active,523.02,leads,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001208,GC_00000349,CL_0029,Google,High LTV - 35+,High LTV,active,605.60,leads,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001209,GC_00000349,CL_0029,Google,Interest - Top States,Interest,active,714.24,leads,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001210,GC_00000350,CL_0029,Google,High LTV - US,High LTV,active,140.87,traffic,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000001211,GC_00000350,CL_0029,Google,Site Visitors - Top States,Site Visitors,paused,158.14,value,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001212,GC_00000350,CL_0029,Google,Cart Abandoners - US,Cart Abandoners,active,133.23,value,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000001213,GC_00000350,CL_0029,Google,Broad - Top States,Broad,active,149.39,purchases,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""none""}"
GA_000001214,GC_00000350,CL_0029,Google,Lookalike - US,Lookalike,active,182.77,traffic,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001215,GC_00000351,CL_0029,Google,Cart Abandoners - US,Cart Abandoners,active,439.75,purchases,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000001216,GC_00000351,CL_0029,Google,Broad - US,Broad,paused,598.20,leads,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001217,GC_00000351,CL_0029,Google,Recent Buyers - 35+,Recent Buyers,active,655.18,purchases,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001218,GC_00000351,CL_0029,Google,Lookalike - 18-34,Lookalike,active,842.51,value,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001219,GC_00000351,CL_0029,Google,Broad - US,Broad,active,524.19,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001220,GC_00000352,CL_0029,Google,High LTV - 25-44,High LTV,active,334.00,traffic,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001221,GC_00000352,CL_0029,Google,Cart Abandoners - US,Cart Abandoners,active,276.28,value,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000001222,GC_00000352,CL_0029,Google,Cart Abandoners - 35+,Cart Abandoners,active,239.52,purchases,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001223,GC_00000352,CL_0029,Google,Cart Abandoners - 35+,Cart Abandoners,active,360.00,purchases,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001224,GC_00000352,CL_0029,Google,Interest - 25-44,Interest,limited,317.48,purchases,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001225,GC_00000353,CL_0029,Google,Cart Abandoners - 18-34,Cart Abandoners,active,481.63,purchases,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000001226,GC_00000353,CL_0029,Google,Recent Buyers - 18-34,Recent Buyers,active,588.18,value,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001227,GC_00000353,CL_0029,Google,Site Visitors - 18-34,Site Visitors,active,573.54,purchases,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001228,GC_00000353,CL_0029,Google,High LTV - 18-34,High LTV,paused,697.82,leads,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001229,GC_00000353,CL_0029,Google,Broad - 18-34,Broad,active,380.90,purchases,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001230,GC_00000354,CL_0029,Google,Interest - 25-44,Interest,active,437.27,leads,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000001231,GC_00000354,CL_0029,Google,Site Visitors - 25-44,Site Visitors,active,259.45,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001232,GC_00000354,CL_0029,Google,High LTV - US,High LTV,paused,250.22,leads,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001233,MC_00000355,CL_0030,Meta,High LTV - 35+,High LTV,paused,342.12,traffic,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001234,MC_00000355,CL_0030,Meta,Lookalike - 35+,Lookalike,paused,366.06,traffic,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
MA_000001235,MC_00000355,CL_0030,Meta,Recent Buyers - 25-44,Recent Buyers,active,467.76,value,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001236,MC_00000356,CL_0030,Meta,Cart Abandoners - 35+,Cart Abandoners,active,252.80,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001237,MC_00000356,CL_0030,Meta,Broad - 25-44,Broad,active,162.36,value,"{""geo"": ""US"", ""age"": ""25-64"", ""exclusions"": ""none""}"
MA_000001238,MC_00000357,CL_0030,Meta,Cart Abandoners - 18-34,Cart Abandoners,active,266.63,traffic,"{""geo"": ""US+CA"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001239,MC_00000357,CL_0030,Meta,Lookalike - US,Lookalike,active,291.47,purchases,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001240,MC_00000357,CL_0030,Meta,Site Visitors - 25-44,Site Visitors,active,242.90,traffic,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
MA_000001241,MC_00000358,CL_0030,Meta,Lookalike - US,Lookalike,paused,242.30,leads,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""none""}"
MA_000001242,MC_00000358,CL_0030,Meta,Broad - 25-44,Broad,paused,252.67,value,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000001243,MC_00000359,CL_0030,Meta,Cart Abandoners - Top States,Cart Abandoners,active,305.33,purchases,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
MA_000001244,MC_00000359,CL_0030,Meta,Broad - 18-34,Broad,active,313.62,value,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""none""}"
MA_000001245,MC_00000359,CL_0030,Meta,Broad - 18-34,Broad,active,450.72,value,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000001246,GC_00000360,CL_0030,Google,Lookalike - 35+,Lookalike,active,425.57,leads,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001247,GC_00000360,CL_0030,Google,High LTV - 25-44,High LTV,active,481.60,leads,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001248,GC_00000361,CL_0030,Google,High LTV - Top States,High LTV,limited,411.89,value,"{""geo"": ""Top 10 states"", ""age"": ""25-64"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001249,GC_00000361,CL_0030,Google,Broad - US,Broad,active,324.38,value,"{""geo"": ""US+CA"", ""age"": ""21-54"", ""exclusions"": ""email_converters_7d""}"
GA_000001250,GC_00000361,CL_0030,Google,Lookalike - 18-34,Lookalike,active,261.91,purchases,"{""geo"": ""US+CA"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001251,GC_00000361,CL_0030,Google,Recent Buyers - 18-34,Recent Buyers,paused,338.22,purchases,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""email_converters_7d""}"
GA_000001252,GC_00000361,CL_0030,Google,High LTV - 18-34,High LTV,active,485.24,traffic,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000001253,GC_00000362,CL_0030,Google,Lookalike - US,Lookalike,learning,357.79,traffic,"{""geo"": ""Top 10 states"", ""age"": ""18-45"", ""exclusions"": ""email_converters_7d""}"
GA_000001254,GC_00000362,CL_0030,Google,Recent Buyers - 35+,Recent Buyers,active,323.66,purchases,"{""geo"": ""English-speaking"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000001255,GC_00000363,CL_0030,Google,Cart Abandoners - US,Cart Abandoners,active,80.13,purchases,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000001256,GC_00000363,CL_0030,Google,Cart Abandoners - 25-44,Cart Abandoners,active,98.61,leads,"{""geo"": ""English-speaking"", ""age"": ""18-45"", ""exclusions"": ""none""}"
GA_000001257,GC_00000364,CL_0030,Google,High LTV - Top States,High LTV,active,261.93,value,"{""geo"": ""US"", ""age"": ""18-45"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001258,GC_00000364,CL_0030,Google,Lookalike - Top States,Lookalike,active,181.06,leads,"{""geo"": ""Top 10 states"", ""age"": ""21-54"", ""exclusions"": ""none""}"
GA_000001259,GC_00000365,CL_0030,Google,Cart Abandoners - 35+,Cart Abandoners,active,169.83,value,"{""geo"": ""US"", ""age"": ""21-54"", ""exclusions"": ""recent_buyers_30d""}"
GA_000001260,GC_00000365,CL_0030,Google,Site Visitors - 25-44,Site Visitors,active,298.35,traffic,"{""geo"": ""English-speaking"", ""age"": ""25-64"", ""exclusions"": ""none""}"
