edge_id,source_node_type,source_node_id,relationship,target_node_type,target_node_id,weight,evidence_count,last_updated_at
KG_000000001427,Optimization,OPT_0000002358,supported_by_benchmark,Benchmark,BM_00000252,0.6094,3,2026-06-10 01:15:13
KG_000000001428,Optimization,OPT_0000001645,supported_by_benchmark,Benchmark,BM_00000130,0.9439,4,2026-06-10 01:15:13
KG_000000001429,Optimization,OPT_0000001730,supported_by_benchmark,Benchmark,BM_00000118,0.7799,5,2026-06-10 01:15:13
KG_000000001430,Optimization,OPT_0000001428,supported_by_benchmark,Benchmark,BM_00000102,0.7530,18,2026-06-10 01:15:13
KG_000000001431,Optimization,OPT_0000001252,supported_by_benchmark,Benchmark,BM_00000039,0.7223,12,2026-06-10 01:15:13
KG_000000001432,Optimization,OPT_0000001889,supported_by_benchmark,Benchmark,BM_00000271,0.6340,3,2026-06-10 01:15:13
KG_000000001433,Optimization,OPT_0000002231,supported_by_benchmark,Benchmark,BM_00000026,0.9073,9,2026-06-10 01:15:13
KG_000000001434,Optimization,OPT_0000002817,supported_by_benchmark,Benchmark,BM_00000165,0.7121,11,2026-06-10 01:15:13
KG_000000001435,Optimization,OPT_0000000677,supported_by_benchmark,Benchmark,BM_00000205,0.8006,14,2026-06-10 01:15:13
KG_000000001436,Optimization,OPT_0000000902,supported_by_benchmark,Benchmark,BM_00000105,0.7057,15,2026-06-10 01:15:13
KG_000000001437,Optimization,OPT_0000000196,supported_by_benchmark,Benchmark,BM_00000200,0.4314,4,2026-06-10 01:15:13
KG_000000001438,Optimization,OPT_0000002364,supported_by_benchmark,Benchmark,BM_00000157,0.5625,4,2026-06-10 01:15:13
KG_000000001439,Optimization,OPT_0000001776,supported_by_benchmark,Benchmark,BM_00000049,0.7208,9,2026-06-10 01:15:13
KG_000000001440,Optimization,OPT_0000000088,supported_by_benchmark,Benchmark,BM_00000184,0.7236,15,2026-06-10 01:15:13
KG_000000001441,Optimization,OPT_0000002795,supported_by_benchmark,Benchmark,BM_00000210,0.5137,17,2026-06-10 01:15:13
KG_000000001442,Optimization,OPT_0000002310,supported_by_benchmark,Benchmark,BM_00000246,0.8476,5,2026-06-10 01:15:13
KG_000000001443,Optimization,OPT_0000001065,supported_by_benchmark,Benchmark,BM_00000081,0.8331,16,2026-06-10 01:15:13
KG_000000001444,Optimization,OPT_0000001371,supported_by_benchmark,Benchmark,BM_00000079,0.7523,15,2026-06-10 01:15:13
KG_000000001445,Optimization,OPT_0000002378,supported_by_benchmark,Benchmark,BM_00000228,0.4773,4,2026-06-10 01:15:13
KG_000000001446,Optimization,OPT_0000001430,supported_by_benchmark,Benchmark,BM_00000059,0.6771,11,2026-06-10 01:15:13
KG_000000001447,Optimization,OPT_0000000464,supported_by_benchmark,Benchmark,BM_00000235,0.4838,2,2026-06-10 01:15:13
KG_000000001448,Optimization,OPT_0000001903,supported_by_benchmark,Benchmark,BM_00000215,0.4208,9,2026-06-10 01:15:13
KG_000000001449,Optimization,OPT_0000001851,supported_by_benchmark,Benchmark,BM_00000179,0.6700,17,2026-06-10 01:15:13
KG_000000001450,Optimization,OPT_0000001653,supported_by_benchmark,Benchmark,BM_00000039,0.7999,12,2026-06-10 01:15:13
KG_000000001451,Optimization,OPT_0000002369,supported_by_benchmark,Benchmark,BM_00000103,0.5982,16,2026-06-10 01:15:13
KG_000000001452,Optimization,OPT_0000002616,supported_by_benchmark,Benchmark,BM_00000097,0.8554,10,2026-06-10 01:15:13
KG_000000001453,Optimization,OPT_0000001524,supported_by_benchmark,Benchmark,BM_00000165,0.8284,15,2026-06-10 01:15:13
KG_000000001454,Optimization,OPT_0000000272,supported_by_benchmark,Benchmark,BM_00000195,0.5938,10,2026-06-10 01:15:13
KG_000000001455,Optimization,OPT_0000002249,supported_by_benchmark,Benchmark,BM_00000051,0.6814,16,2026-06-10 01:15:13
KG_000000001456,Optimization,OPT_0000000558,supported_by_benchmark,Benchmark,BM_00000271,0.5456,11,2026-06-10 01:15:13
KG_000000001457,Optimization,OPT_0000000160,supported_by_benchmark,Benchmark,BM_00000076,0.6337,6,2026-06-10 01:15:13
KG_000000001458,Optimization,OPT_0000001661,supported_by_benchmark,Benchmark,BM_00000203,0.7277,16,2026-06-10 01:15:13
KG_000000001459,Optimization,OPT_0000000332,supported_by_benchmark,Benchmark,BM_00000070,0.6810,17,2026-06-10 01:15:13
KG_000000001460,Optimization,OPT_0000000998,supported_by_benchmark,Benchmark,BM_00000016,0.8492,16,2026-06-10 01:15:13
KG_000000001461,Optimization,OPT_0000001160,supported_by_benchmark,Benchmark,BM_00000009,0.6405,10,2026-06-10 01:15:13
KG_000000001462,Optimization,OPT_0000001451,supported_by_benchmark,Benchmark,BM_00000066,0.3823,16,2026-06-10 01:15:13
KG_000000001463,Optimization,OPT_0000000873,supported_by_benchmark,Benchmark,BM_00000226,0.7789,10,2026-06-10 01:15:13
KG_000000001464,Optimization,OPT_0000001770,supported_by_benchmark,Benchmark,BM_00000156,0.7541,13,2026-06-10 01:15:13
KG_000000001465,Optimization,OPT_0000002855,supported_by_benchmark,Benchmark,BM_00000068,0.7262,7,2026-06-10 01:15:13
KG_000000001466,Optimization,OPT_0000002866,supported_by_benchmark,Benchmark,BM_00000223,0.5871,8,2026-06-10 01:15:13
KG_000000001467,Optimization,OPT_0000001930,supported_by_benchmark,Benchmark,BM_00000058,0.4871,17,2026-06-10 01:15:13
KG_000000001468,Optimization,OPT_0000001181,supported_by_benchmark,Benchmark,BM_00000051,0.7791,10,2026-06-10 01:15:13
KG_000000001469,Optimization,OPT_0000001659,supported_by_benchmark,Benchmark,BM_00000204,0.7302,9,2026-06-10 01:15:13
KG_000000001470,Optimization,OPT_0000001263,supported_by_benchmark,Benchmark,BM_00000058,0.5976,11,2026-06-10 01:15:13
KG_000000001471,Optimization,OPT_0000002139,supported_by_benchmark,Benchmark,BM_00000193,0.8409,16,2026-06-10 01:15:13
KG_000000001472,Optimization,OPT_0000000711,supported_by_benchmark,Benchmark,BM_00000137,0.9700,15,2026-06-10 01:15:13
KG_000000001473,Optimization,OPT_0000001185,supported_by_benchmark,Benchmark,BM_00000040,0.9117,12,2026-06-10 01:15:13
KG_000000001474,Optimization,OPT_0000002302,supported_by_benchmark,Benchmark,BM_00000123,0.7283,4,2026-06-10 01:15:13
KG_000000001475,Optimization,OPT_0000000005,supported_by_benchmark,Benchmark,BM_00000058,0.5551,14,2026-06-10 01:15:13
KG_000000001476,Optimization,OPT_0000001603,supported_by_benchmark,Benchmark,BM_00000060,0.9408,8,2026-06-10 01:15:13
KG_000000001477,Optimization,OPT_0000000620,supported_by_benchmark,Benchmark,BM_00000294,0.7969,5,2026-06-10 01:15:13
KG_000000001478,Optimization,OPT_0000000425,supported_by_benchmark,Benchmark,BM_00000031,0.5340,7,2026-06-10 01:15:13
KG_000000001479,Optimization,OPT_0000000854,supported_by_benchmark,Benchmark,BM_00000213,0.7404,17,2026-06-10 01:15:13
KG_000000001480,Optimization,OPT_0000000643,supported_by_benchmark,Benchmark,BM_00000196,0.9108,15,2026-06-10 01:15:13
KG_000000001481,Optimization,OPT_0000000552,supported_by_benchmark,Benchmark,BM_00000170,0.6164,10,2026-06-10 01:15:13
KG_000000001482,Optimization,OPT_0000001391,supported_by_benchmark,Benchmark,BM_00000282,0.7282,17,2026-06-10 01:15:13
KG_000000001483,Optimization,OPT_0000000728,supported_by_benchmark,Benchmark,BM_00000268,0.7048,17,2026-06-10 01:15:13
KG_000000001484,Optimization,OPT_0000000556,supported_by_benchmark,Benchmark,BM_00000252,0.7592,2,2026-06-10 01:15:13
KG_000000001485,Optimization,OPT_0000002183,supported_by_benchmark,Benchmark,BM_00000260,0.6612,6,2026-06-10 01:15:13
KG_000000001486,Optimization,OPT_0000001862,supported_by_benchmark,Benchmark,BM_00000205,0.6461,6,2026-06-10 01:15:13
KG_000000001487,Optimization,OPT_0000000353,supported_by_benchmark,Benchmark,BM_00000130,0.5979,2,2026-06-10 01:15:13
KG_000000001488,Optimization,OPT_0000002246,supported_by_benchmark,Benchmark,BM_00000108,0.8598,16,2026-06-10 01:15:13
KG_000000001489,Optimization,OPT_0000000586,supported_by_benchmark,Benchmark,BM_00000030,0.8766,18,2026-06-10 01:15:13
KG_000000001490,Optimization,OPT_0000001253,supported_by_benchmark,Benchmark,BM_00000201,0.8102,2,2026-06-10 01:15:13
KG_000000001491,Optimization,OPT_0000000962,supported_by_benchmark,Benchmark,BM_00000085,0.6285,8,2026-06-10 01:15:13
KG_000000001492,Optimization,OPT_0000001535,supported_by_benchmark,Benchmark,BM_00000011,0.8141,11,2026-06-10 01:15:13
KG_000000001493,Optimization,OPT_0000001734,supported_by_benchmark,Benchmark,BM_00000258,0.6946,4,2026-06-10 01:15:13
KG_000000001494,Optimization,OPT_0000001719,supported_by_benchmark,Benchmark,BM_00000281,0.7208,13,2026-06-10 01:15:13
KG_000000001495,Optimization,OPT_0000002147,supported_by_benchmark,Benchmark,BM_00000171,0.8323,4,2026-06-10 01:15:13
KG_000000001496,Optimization,OPT_0000001527,supported_by_benchmark,Benchmark,BM_00000014,0.8486,3,2026-06-10 01:15:13
KG_000000001497,Optimization,OPT_0000000166,supported_by_benchmark,Benchmark,BM_00000079,0.7129,3,2026-06-10 01:15:13
KG_000000001498,Optimization,OPT_0000002393,supported_by_benchmark,Benchmark,BM_00000223,0.7632,9,2026-06-10 01:15:13
KG_000000001499,Optimization,OPT_0000002576,supported_by_benchmark,Benchmark,BM_00000081,0.6940,14,2026-06-10 01:15:13
KG_000000001500,Optimization,OPT_0000001328,supported_by_benchmark,Benchmark,BM_00000268,0.7441,4,2026-06-10 01:15:13
KG_000000001501,Optimization,OPT_0000002046,supported_by_benchmark,Benchmark,BM_00000283,0.7660,11,2026-06-10 01:15:13
KG_000000001502,Optimization,OPT_0000001234,supported_by_benchmark,Benchmark,BM_00000117,0.8181,18,2026-06-10 01:15:13
KG_000000001503,Optimization,OPT_0000000916,supported_by_benchmark,Benchmark,BM_00000090,0.5538,10,2026-06-10 01:15:13
KG_000000001504,Optimization,OPT_0000001624,supported_by_benchmark,Benchmark,BM_00000093,0.6877,18,2026-06-10 01:15:13
KG_000000001505,Optimization,OPT_0000002703,supported_by_benchmark,Benchmark,BM_00000104,0.7770,4,2026-06-10 01:15:13
KG_000000001506,Optimization,OPT_0000000847,supported_by_benchmark,Benchmark,BM_00000070,0.5907,16,2026-06-10 01:15:13
KG_000000001507,Optimization,OPT_0000001892,supported_by_benchmark,Benchmark,BM_00000194,0.6579,6,2026-06-10 01:15:13
KG_000000001508,Optimization,OPT_0000001891,supported_by_benchmark,Benchmark,BM_00000052,0.9520,9,2026-06-10 01:15:13
KG_000000001509,Optimization,OPT_0000000184,supported_by_benchmark,Benchmark,BM_00000175,0.6322,10,2026-06-10 01:15:13
KG_000000001510,Optimization,OPT_0000000700,supported_by_benchmark,Benchmark,BM_00000262,0.7073,7,2026-06-10 01:15:13
KG_000000001511,Optimization,OPT_0000001239,supported_by_benchmark,Benchmark,BM_00000296,0.7507,12,2026-06-10 01:15:13
KG_000000001512,Optimization,OPT_0000002619,supported_by_benchmark,Benchmark,BM_00000044,0.6375,15,2026-06-10 01:15:13
KG_000000001513,Optimization,OPT_0000000197,supported_by_benchmark,Benchmark,BM_00000055,0.9058,12,2026-06-10 01:15:13
KG_000000001514,Optimization,OPT_0000002367,supported_by_benchmark,Benchmark,BM_00000047,0.7780,8,2026-06-10 01:15:13
KG_000000001515,Optimization,OPT_0000000027,supported_by_benchmark,Benchmark,BM_00000162,0.8636,13,2026-06-10 01:15:13
KG_000000001516,Optimization,OPT_0000002403,supported_by_benchmark,Benchmark,BM_00000272,0.8865,18,2026-06-10 01:15:13
KG_000000001517,Optimization,OPT_0000000298,supported_by_benchmark,Benchmark,BM_00000148,0.4340,10,2026-06-10 01:15:13
KG_000000001518,Optimization,OPT_0000000409,supported_by_benchmark,Benchmark,BM_00000172,0.8168,10,2026-06-10 01:15:13
KG_000000001519,Optimization,OPT_0000001942,supported_by_benchmark,Benchmark,BM_00000054,0.7159,14,2026-06-10 01:15:13
KG_000000001520,Optimization,OPT_0000000506,supported_by_benchmark,Benchmark,BM_00000213,0.4840,15,2026-06-10 01:15:13
KG_000000001521,Optimization,OPT_0000001195,supported_by_benchmark,Benchmark,BM_00000012,0.4831,8,2026-06-10 01:15:13
KG_000000001522,Optimization,OPT_0000000487,supported_by_benchmark,Benchmark,BM_00000207,0.8366,2,2026-06-10 01:15:13
KG_000000001523,Optimization,OPT_0000000603,supported_by_benchmark,Benchmark,BM_00000011,0.6447,18,2026-06-10 01:15:13
KG_000000001524,Optimization,OPT_0000001138,supported_by_benchmark,Benchmark,BM_00000287,0.6194,6,2026-06-10 01:15:13
KG_000000001525,Optimization,OPT_0000002286,supported_by_benchmark,Benchmark,BM_00000251,0.8749,5,2026-06-10 01:15:13
KG_000000001526,Optimization,OPT_0000002666,supported_by_benchmark,Benchmark,BM_00000246,0.6766,17,2026-06-10 01:15:13
KG_000000001527,Optimization,OPT_0000001586,supported_by_benchmark,Benchmark,BM_00000009,0.6370,8,2026-06-10 01:15:13
KG_000000001528,Optimization,OPT_0000000947,supported_by_benchmark,Benchmark,BM_00000165,0.7349,15,2026-06-10 01:15:13
KG_000000001529,Optimization,OPT_0000001345,supported_by_benchmark,Benchmark,BM_00000076,0.6753,6,2026-06-10 01:15:13
KG_000000001530,Optimization,OPT_0000000761,supported_by_benchmark,Benchmark,BM_00000179,0.4922,17,2026-06-10 01:15:13
KG_000000001531,Optimization,OPT_0000001342,supported_by_benchmark,Benchmark,BM_00000046,0.6203,3,2026-06-10 01:15:13
KG_000000001532,Optimization,OPT_0000000882,supported_by_benchmark,Benchmark,BM_00000169,0.7886,4,2026-06-10 01:15:13
KG_000000001533,Optimization,OPT_0000000648,supported_by_benchmark,Benchmark,BM_00000033,0.8002,8,2026-06-10 01:15:13
KG_000000001534,Optimization,OPT_0000001460,supported_by_benchmark,Benchmark,BM_00000289,0.8100,16,2026-06-10 01:15:13
KG_000000001535,Optimization,OPT_0000002328,supported_by_benchmark,Benchmark,BM_00000032,0.6679,8,2026-06-10 01:15:13
KG_000000001536,Optimization,OPT_0000001825,supported_by_benchmark,Benchmark,BM_00000298,0.8270,8,2026-06-10 01:15:13
KG_000000001537,Optimization,OPT_0000001218,supported_by_benchmark,Benchmark,BM_00000014,0.6107,12,2026-06-10 01:15:13
KG_000000001538,Optimization,OPT_0000001199,supported_by_benchmark,Benchmark,BM_00000237,0.5763,18,2026-06-10 01:15:13
KG_000000001539,Optimization,OPT_0000001632,supported_by_benchmark,Benchmark,BM_00000034,0.6468,13,2026-06-10 01:15:13
KG_000000001540,Optimization,OPT_0000000434,supported_by_benchmark,Benchmark,BM_00000033,0.6844,14,2026-06-10 01:15:13
KG_000000001541,Optimization,OPT_0000002460,supported_by_benchmark,Benchmark,BM_00000030,0.5490,13,2026-06-10 01:15:13
KG_000000001542,Optimization,OPT_0000002002,supported_by_benchmark,Benchmark,BM_00000047,0.9233,15,2026-06-10 01:15:13
KG_000000001543,Optimization,OPT_0000001929,supported_by_benchmark,Benchmark,BM_00000017,0.5084,16,2026-06-10 01:15:13
KG_000000001544,Optimization,OPT_0000001414,supported_by_benchmark,Benchmark,BM_00000161,0.6092,3,2026-06-10 01:15:13
KG_000000001545,Optimization,OPT_0000001964,supported_by_benchmark,Benchmark,BM_00000002,0.6062,13,2026-06-10 01:15:13
KG_000000001546,Optimization,OPT_0000002876,supported_by_benchmark,Benchmark,BM_00000218,0.7877,11,2026-06-10 01:15:13
KG_000000001547,Optimization,OPT_0000001162,supported_by_benchmark,Benchmark,BM_00000252,0.7936,5,2026-06-10 01:15:13
KG_000000001548,Optimization,OPT_0000002024,supported_by_benchmark,Benchmark,BM_00000011,0.7618,11,2026-06-10 01:15:13
KG_000000001549,Optimization,OPT_0000002669,supported_by_benchmark,Benchmark,BM_00000068,0.6875,5,2026-06-10 01:15:13
KG_000000001550,Optimization,OPT_0000002845,supported_by_benchmark,Benchmark,BM_00000188,0.6200,15,2026-06-10 01:15:13
KG_000000001551,Optimization,OPT_0000000801,supported_by_benchmark,Benchmark,BM_00000151,0.7065,3,2026-06-10 01:15:13
KG_000000001552,Optimization,OPT_0000000662,supported_by_benchmark,Benchmark,BM_00000039,0.7620,10,2026-06-10 01:15:13
KG_000000001553,Optimization,OPT_0000000858,supported_by_benchmark,Benchmark,BM_00000245,0.7586,9,2026-06-10 01:15:13
KG_000000001554,Optimization,OPT_0000000924,supported_by_benchmark,Benchmark,BM_00000283,0.7958,15,2026-06-10 01:15:13
KG_000000001555,Optimization,OPT_0000002265,supported_by_benchmark,Benchmark,BM_00000191,0.7178,5,2026-06-10 01:15:13
KG_000000001556,Optimization,OPT_0000000604,supported_by_benchmark,Benchmark,BM_00000295,0.6836,6,2026-06-10 01:15:13
KG_000000001557,Optimization,OPT_0000002838,supported_by_benchmark,Benchmark,BM_00000161,0.6122,10,2026-06-10 01:15:13
KG_000000001558,Optimization,OPT_0000001748,supported_by_benchmark,Benchmark,BM_00000169,0.7736,15,2026-06-10 01:15:13
KG_000000001559,Optimization,OPT_0000002841,supported_by_benchmark,Benchmark,BM_00000271,0.5887,11,2026-06-10 01:15:13
KG_000000001560,Optimization,OPT_0000001462,supported_by_benchmark,Benchmark,BM_00000234,0.6653,12,2026-06-10 01:15:13
KG_000000001561,Optimization,OPT_0000001259,supported_by_benchmark,Benchmark,BM_00000163,0.7233,11,2026-06-10 01:15:13
KG_000000001562,Optimization,OPT_0000001299,supported_by_benchmark,Benchmark,BM_00000132,0.7411,7,2026-06-10 01:15:13
KG_000000001563,Optimization,OPT_0000000416,supported_by_benchmark,Benchmark,BM_00000044,0.8522,18,2026-06-10 01:15:13
KG_000000001564,Optimization,OPT_0000002571,supported_by_benchmark,Benchmark,BM_00000094,0.4876,18,2026-06-10 01:15:13
KG_000000001565,Optimization,OPT_0000002516,supported_by_benchmark,Benchmark,BM_00000126,0.5218,9,2026-06-10 01:15:13
KG_000000001566,Optimization,OPT_0000002856,supported_by_benchmark,Benchmark,BM_00000203,0.6669,10,2026-06-10 01:15:13
KG_000000001567,Optimization,OPT_0000002446,supported_by_benchmark,Benchmark,BM_00000205,0.4801,5,2026-06-10 01:15:13
KG_000000001568,Optimization,OPT_0000001380,supported_by_benchmark,Benchmark,BM_00000036,0.7761,13,2026-06-10 01:15:13
KG_000000001569,Optimization,OPT_0000000128,supported_by_benchmark,Benchmark,BM_00000215,0.6728,15,2026-06-10 01:15:13
KG_000000001570,Optimization,OPT_0000001584,supported_by_benchmark,Benchmark,BM_00000220,0.7927,11,2026-06-10 01:15:13
KG_000000001571,Optimization,OPT_0000002615,supported_by_benchmark,Benchmark,BM_00000011,0.6592,6,2026-06-10 01:15:13
KG_000000001572,Optimization,OPT_0000000495,supported_by_benchmark,Benchmark,BM_00000277,0.5384,12,2026-06-10 01:15:13
KG_000000001573,Optimization,OPT_0000001118,supported_by_benchmark,Benchmark,BM_00000240,0.5307,12,2026-06-10 01:15:13
KG_000000001574,Optimization,OPT_0000001468,supported_by_benchmark,Benchmark,BM_00000254,0.7137,16,2026-06-10 01:15:13
KG_000000001575,Optimization,OPT_0000002010,supported_by_benchmark,Benchmark,BM_00000187,0.8787,10,2026-06-10 01:15:13
KG_000000001576,Optimization,OPT_0000002536,supported_by_benchmark,Benchmark,BM_00000040,0.9087,18,2026-06-10 01:15:13
KG_000000001577,Optimization,OPT_0000002404,supported_by_benchmark,Benchmark,BM_00000290,0.6826,3,2026-06-10 01:15:13
KG_000000001578,Optimization,OPT_0000001874,supported_by_benchmark,Benchmark,BM_00000043,0.9111,15,2026-06-10 01:15:13
KG_000000001579,Optimization,OPT_0000000214,supported_by_benchmark,Benchmark,BM_00000250,0.5677,9,2026-06-10 01:15:13
KG_000000001580,Optimization,OPT_0000002865,supported_by_benchmark,Benchmark,BM_00000236,0.6360,11,2026-06-10 01:15:13
KG_000000001581,Optimization,OPT_0000002707,supported_by_benchmark,Benchmark,BM_00000091,0.6840,17,2026-06-10 01:15:13
KG_000000001582,Optimization,OPT_0000001499,supported_by_benchmark,Benchmark,BM_00000183,0.6721,10,2026-06-10 01:15:13
KG_000000001583,Optimization,OPT_0000002557,supported_by_benchmark,Benchmark,BM_00000243,0.6867,15,2026-06-10 01:15:13
KG_000000001584,Optimization,OPT_0000000554,supported_by_benchmark,Benchmark,BM_00000173,0.8310,2,2026-06-10 01:15:13
KG_000000001585,Optimization,OPT_0000002850,supported_by_benchmark,Benchmark,BM_00000168,0.6186,16,2026-06-10 01:15:13
KG_000000001586,Optimization,OPT_0000001157,supported_by_benchmark,Benchmark,BM_00000195,0.9074,8,2026-06-10 01:15:13
KG_000000001587,Optimization,OPT_0000002416,supported_by_benchmark,Benchmark,BM_00000017,0.7551,16,2026-06-10 01:15:13
KG_000000001588,Optimization,OPT_0000001206,supported_by_benchmark,Benchmark,BM_00000014,0.7053,13,2026-06-10 01:15:13
KG_000000001589,Optimization,OPT_0000000433,supported_by_benchmark,Benchmark,BM_00000199,0.9002,6,2026-06-10 01:15:13
KG_000000001590,Optimization,OPT_0000002224,supported_by_benchmark,Benchmark,BM_00000110,0.7053,4,2026-06-10 01:15:13
KG_000000001591,Optimization,OPT_0000000906,supported_by_benchmark,Benchmark,BM_00000112,0.4449,11,2026-06-10 01:15:13
KG_000000001592,Optimization,OPT_0000000122,supported_by_benchmark,Benchmark,BM_00000107,0.8757,2,2026-06-10 01:15:13
KG_000000001593,Optimization,OPT_0000002160,supported_by_benchmark,Benchmark,BM_00000107,0.9059,17,2026-06-10 01:15:13
KG_000000001594,Optimization,OPT_0000001300,supported_by_benchmark,Benchmark,BM_00000198,0.6020,5,2026-06-10 01:15:13
KG_000000001595,Optimization,OPT_0000001873,supported_by_benchmark,Benchmark,BM_00000088,0.7852,15,2026-06-10 01:15:13
KG_000000001596,Optimization,OPT_0000002784,supported_by_benchmark,Benchmark,BM_00000162,0.6367,8,2026-06-10 01:15:13
KG_000000001597,Optimization,OPT_0000002869,supported_by_benchmark,Benchmark,BM_00000020,0.5292,13,2026-06-10 01:15:13
KG_000000001598,Optimization,OPT_0000001325,supported_by_benchmark,Benchmark,BM_00000033,0.6563,3,2026-06-10 01:15:13
KG_000000001599,Optimization,OPT_0000002622,supported_by_benchmark,Benchmark,BM_00000013,0.6011,5,2026-06-10 01:15:13
KG_000000001600,Optimization,OPT_0000001846,supported_by_benchmark,Benchmark,BM_00000104,0.4960,7,2026-06-10 01:15:13
KG_000000001601,Optimization,OPT_0000001423,supported_by_benchmark,Benchmark,BM_00000194,0.7826,18,2026-06-10 01:15:13
KG_000000001602,Optimization,OPT_0000001542,supported_by_benchmark,Benchmark,BM_00000104,0.5189,12,2026-06-10 01:15:13
KG_000000001603,Optimization,OPT_0000002111,supported_by_benchmark,Benchmark,BM_00000057,0.6102,8,2026-06-10 01:15:13
KG_000000001604,Optimization,OPT_0000002877,supported_by_benchmark,Benchmark,BM_00000159,0.7464,6,2026-06-10 01:15:13
KG_000000001605,Optimization,OPT_0000001522,supported_by_benchmark,Benchmark,BM_00000181,0.8280,18,2026-06-10 01:15:13
KG_000000001606,Optimization,OPT_0000000957,supported_by_benchmark,Benchmark,BM_00000264,0.7058,7,2026-06-10 01:15:13
KG_000000001607,Optimization,OPT_0000002710,supported_by_benchmark,Benchmark,BM_00000184,0.5112,13,2026-06-10 01:15:13
KG_000000001608,Optimization,OPT_0000000338,supported_by_benchmark,Benchmark,BM_00000225,0.6704,10,2026-06-10 01:15:13
KG_000000001609,Optimization,OPT_0000001203,supported_by_benchmark,Benchmark,BM_00000155,0.6794,15,2026-06-10 01:15:13
KG_000000001610,Optimization,OPT_0000002037,supported_by_benchmark,Benchmark,BM_00000205,0.5659,6,2026-06-10 01:15:13
KG_000000001611,Optimization,OPT_0000001067,supported_by_benchmark,Benchmark,BM_00000056,0.6245,4,2026-06-10 01:15:13
KG_000000001612,Optimization,OPT_0000000023,supported_by_benchmark,Benchmark,BM_00000294,0.8689,6,2026-06-10 01:15:13
KG_000000001613,Optimization,OPT_0000002532,supported_by_benchmark,Benchmark,BM_00000007,0.8758,3,2026-06-10 01:15:13
KG_000000001614,Optimization,OPT_0000002860,supported_by_benchmark,Benchmark,BM_00000196,0.8108,5,2026-06-10 01:15:13
KG_000000001615,Optimization,OPT_0000001096,supported_by_benchmark,Benchmark,BM_00000141,0.8126,6,2026-06-10 01:15:13
KG_000000001616,Optimization,OPT_0000002380,supported_by_benchmark,Benchmark,BM_00000115,0.5620,3,2026-06-10 01:15:13
KG_000000001617,Optimization,OPT_0000002772,supported_by_benchmark,Benchmark,BM_00000263,0.7249,18,2026-06-10 01:15:13
KG_000000001618,Optimization,OPT_0000001774,supported_by_benchmark,Benchmark,BM_00000273,0.5910,15,2026-06-10 01:15:13
KG_000000001619,Optimization,OPT_0000002737,supported_by_benchmark,Benchmark,BM_00000116,0.6740,10,2026-06-10 01:15:13
KG_000000001620,Optimization,OPT_0000001863,supported_by_benchmark,Benchmark,BM_00000115,0.8754,4,2026-06-10 01:15:13
KG_000000001621,Optimization,OPT_0000000171,supported_by_benchmark,Benchmark,BM_00000072,0.5996,14,2026-06-10 01:15:13
KG_000000001622,Optimization,OPT_0000002748,supported_by_benchmark,Benchmark,BM_00000008,0.6584,11,2026-06-10 01:15:13
KG_000000001623,Optimization,OPT_0000001782,supported_by_benchmark,Benchmark,BM_00000063,0.6263,5,2026-06-10 01:15:13
KG_000000001624,Optimization,OPT_0000000502,supported_by_benchmark,Benchmark,BM_00000072,0.7277,3,2026-06-10 01:15:13
KG_000000001625,Optimization,OPT_0000001154,supported_by_benchmark,Benchmark,BM_00000238,0.9255,16,2026-06-10 01:15:13
KG_000000001626,Optimization,OPT_0000001397,supported_by_benchmark,Benchmark,BM_00000245,0.5762,15,2026-06-10 01:15:13
KG_000000001627,Optimization,OPT_0000001063,supported_by_benchmark,Benchmark,BM_00000060,0.7549,16,2026-06-10 01:15:13
KG_000000001628,Optimization,OPT_0000000938,supported_by_benchmark,Benchmark,BM_00000273,0.6673,7,2026-06-10 01:15:13
KG_000000001629,Optimization,OPT_0000001834,supported_by_benchmark,Benchmark,BM_00000169,0.7205,16,2026-06-10 01:15:13
KG_000000001630,Optimization,OPT_0000001721,supported_by_benchmark,Benchmark,BM_00000157,0.6887,5,2026-06-10 01:15:13
KG_000000001631,Optimization,OPT_0000002169,supported_by_benchmark,Benchmark,BM_00000051,0.8098,10,2026-06-10 01:15:13
KG_000000001632,Optimization,OPT_0000002683,supported_by_benchmark,Benchmark,BM_00000293,0.8882,7,2026-06-10 01:15:13
KG_000000001633,Optimization,OPT_0000001743,supported_by_benchmark,Benchmark,BM_00000293,0.9264,7,2026-06-10 01:15:13
KG_000000001634,Optimization,OPT_0000002157,supported_by_benchmark,Benchmark,BM_00000283,0.5717,12,2026-06-10 01:15:13
KG_000000001635,Optimization,OPT_0000000008,supported_by_benchmark,Benchmark,BM_00000045,0.7940,12,2026-06-10 01:15:13
KG_000000001636,Optimization,OPT_0000001161,supported_by_benchmark,Benchmark,BM_00000161,0.5771,16,2026-06-10 01:15:13
KG_000000001637,Optimization,OPT_0000001996,supported_by_benchmark,Benchmark,BM_00000129,0.6901,7,2026-06-10 01:15:13
KG_000000001638,Optimization,OPT_0000000626,supported_by_benchmark,Benchmark,BM_00000069,0.8671,17,2026-06-10 01:15:13
KG_000000001639,Optimization,OPT_0000001487,supported_by_benchmark,Benchmark,BM_00000298,0.6108,2,2026-06-10 01:15:13
KG_000000001640,Optimization,OPT_0000002598,supported_by_benchmark,Benchmark,BM_00000107,0.6304,10,2026-06-10 01:15:13
